Date,Artist,Song,Weeks
8/4/1958,Ricky Nelson,Poor Little Fool,1
8/11/1958,Ricky Nelson,Poor Little Fool,2
8/18/1958,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),3
8/25/1958,The Elegants,Little Star,4
9/1/1958,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),5
9/8/1958,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),6
9/15/1958,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),7
9/22/1958,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),8
9/29/1958,Tommy Edwards,It's All In The Game,7
10/6/1958,Tommy Edwards,It's All In The Game,8
10/13/1958,Tommy Edwards,It's All In The Game,9
10/20/1958,Tommy Edwards,It's All In The Game,10
10/27/1958,Tommy Edwards,It's All In The Game,11
11/3/1958,Tommy Edwards,It's All In The Game,12
11/10/1958,Conway Twitty,It's Only Make Believe,9
11/17/1958,The Kingston Trio,Tom Dooley,8
11/24/1958,Conway Twitty,It's Only Make Believe,11
12/1/1958,The Teddy Bears,"To Know Him, Is To Love Him",11
12/8/1958,The Teddy Bears,"To Know Him, Is To Love Him",12
12/15/1958,The Teddy Bears,"To Know Him, Is To Love Him",13
12/22/1958,The Chipmunks With David Seville,The Chipmunk Song,4
12/29/1958,The Chipmunks With David Seville,The Chipmunk Song,5
1/5/1959,The Chipmunks With David Seville,The Chipmunk Song,6
1/12/1959,The Chipmunks With David Seville,The Chipmunk Song,7
1/19/1959,The Platters,Smoke Gets In Your Eyes,10
1/26/1959,The Platters,Smoke Gets In Your Eyes,11
2/2/1959,The Platters,Smoke Gets In Your Eyes,12
2/9/1959,Lloyd Price,Stagger Lee,10
2/16/1959,Lloyd Price,Stagger Lee,11
2/23/1959,Lloyd Price,Stagger Lee,12
3/2/1959,Lloyd Price,Stagger Lee,13
3/9/1959,Frankie Avalon,Venus,5
3/16/1959,Frankie Avalon,Venus,6
3/23/1959,Frankie Avalon,Venus,7
3/30/1959,Frankie Avalon,Venus,8
4/6/1959,Frankie Avalon,Venus,9
4/13/1959,The Fleetwoods,Come Softly To Me,6
4/20/1959,The Fleetwoods,Come Softly To Me,7
4/27/1959,The Fleetwoods,Come Softly To Me,8
5/4/1959,The Fleetwoods,Come Softly To Me,9
5/11/1959,"Dave ""Baby"" Cortez",The Happy Organ,9
5/18/1959,Wilbert Harrison,Kansas City,6
5/25/1959,Wilbert Harrison,Kansas City,7
6/1/1959,Johnny Horton,The Battle Of New Orleans,6
6/8/1959,Johnny Horton,The Battle Of New Orleans,7
6/15/1959,Johnny Horton,The Battle Of New Orleans,8
6/22/1959,Johnny Horton,The Battle Of New Orleans,9
6/29/1959,Johnny Horton,The Battle Of New Orleans,10
7/6/1959,Johnny Horton,The Battle Of New Orleans,11
7/13/1959,Paul Anka,Lonely Boy,7
7/20/1959,Paul Anka,Lonely Boy,8
7/27/1959,Paul Anka,Lonely Boy,9
8/3/1959,Paul Anka,Lonely Boy,10
8/10/1959,Elvis Presley With The Jordanaires,A Big Hunk O' Love,6
8/17/1959,Elvis Presley With The Jordanaires,A Big Hunk O' Love,7
8/24/1959,The Browns,The Three Bells,5
8/31/1959,The Browns,The Three Bells,6
9/7/1959,The Browns,The Three Bells,7
9/14/1959,The Browns,The Three Bells,8
9/21/1959,Santo & Johnny,Sleep Walk,9
9/28/1959,Santo & Johnny,Sleep Walk,10
10/5/1959,Bobby Darin,Mack The Knife,7
10/12/1959,Bobby Darin,Mack The Knife,8
10/19/1959,Bobby Darin,Mack The Knife,9
10/26/1959,Bobby Darin,Mack The Knife,10
11/2/1959,Bobby Darin,Mack The Knife,11
11/9/1959,Bobby Darin,Mack The Knife,12
11/16/1959,The Fleetwoods,Mr. Blue,11
11/23/1959,Bobby Darin,Mack The Knife,14
11/30/1959,Bobby Darin,Mack The Knife,15
12/7/1959,Bobby Darin,Mack The Knife,16
12/14/1959,Guy Mitchell,Heartaches By The Number,11
12/21/1959,Guy Mitchell,Heartaches By The Number,12
12/28/1959,Frankie Avalon,Why,6
1/4/1960,Marty Robbins,El Paso,9
1/11/1960,Marty Robbins,El Paso,10
1/18/1960,Johnny Preston,Running Bear,14
1/25/1960,Johnny Preston,Running Bear,15
2/1/1960,Johnny Preston,Running Bear,16
2/8/1960,Mark Dinning,Teen Angel,8
2/15/1960,Mark Dinning,Teen Angel,9
2/22/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",7
2/29/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",8
3/7/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",9
3/14/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",10
3/21/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",11
3/28/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",12
4/4/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",13
4/11/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",14
4/18/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",15
4/25/1960,Elvis Presley With The Jordanaires,Stuck On You,4
5/2/1960,Elvis Presley With The Jordanaires,Stuck On You,5
5/9/1960,Elvis Presley With The Jordanaires,Stuck On You,6
5/16/1960,Elvis Presley With The Jordanaires,Stuck On You,7
5/23/1960,The Everly Brothers,Cathy's Clown,6
5/30/1960,The Everly Brothers,Cathy's Clown,7
6/6/1960,The Everly Brothers,Cathy's Clown,8
6/13/1960,The Everly Brothers,Cathy's Clown,9
6/20/1960,The Everly Brothers,Cathy's Clown,10
6/27/1960,Connie Francis,Everybody's Somebody's Fool,8
7/4/1960,Connie Francis,Everybody's Somebody's Fool,9
7/11/1960,Hollywood Argyles,Alley-Oop,7
7/18/1960,Brenda Lee,I'm Sorry,8
7/25/1960,Brenda Lee,I'm Sorry,9
8/1/1960,Brenda Lee,I'm Sorry,10
8/8/1960,Brian Hyland,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,6
8/15/1960,Elvis Presley With The Jordanaires,It's Now Or Never,5
8/22/1960,Elvis Presley With The Jordanaires,It's Now Or Never,6
8/29/1960,Elvis Presley With The Jordanaires,It's Now Or Never,7
9/5/1960,Elvis Presley With The Jordanaires,It's Now Or Never,8
9/12/1960,Elvis Presley With The Jordanaires,It's Now Or Never,9
9/19/1960,Chubby Checker,The Twist,8
9/26/1960,Connie Francis,My Heart Has A Mind Of Its Own,7
10/3/1960,Connie Francis,My Heart Has A Mind Of Its Own,8
10/10/1960,Larry Verne,Mr. Custer,7
10/17/1960,The Drifters,Save The Last Dance For Me,7
10/24/1960,Brenda Lee,I Want To Be Wanted,7
10/31/1960,The Drifters,Save The Last Dance For Me,9
11/7/1960,The Drifters,Save The Last Dance For Me,10
11/14/1960,Ray Charles,Georgia On My Mind,8
11/21/1960,Maurice Williams & The Zodiacs,Stay,8
11/28/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?,3
12/5/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?,4
12/12/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?,5
12/19/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?,6
12/26/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?,7
1/2/1961,Elvis Presley With The Jordanaires,Are You Lonesome To-night?,8
1/9/1961,Bert Kaempfert And His Orchestra,Wonderland By Night,9
1/16/1961,Bert Kaempfert And His Orchestra,Wonderland By Night,10
1/23/1961,Bert Kaempfert And His Orchestra,Wonderland By Night,11
1/30/1961,The Shirelles,Will You Love Me Tomorrow,11
2/6/1961,The Shirelles,Will You Love Me Tomorrow,12
2/13/1961,Lawrence Welk And His Orchestra,Calcutta,10
2/20/1961,Lawrence Welk And His Orchestra,Calcutta,11
2/27/1961,Chubby Checker,Pony Time,6
3/6/1961,Chubby Checker,Pony Time,7
3/13/1961,Chubby Checker,Pony Time,8
3/20/1961,Elvis Presley With The Jordanaires,Surrender,5
3/27/1961,Elvis Presley With The Jordanaires,Surrender,6
4/3/1961,The Marcels,Blue Moon,5
4/10/1961,The Marcels,Blue Moon,6
4/17/1961,The Marcels,Blue Moon,7
4/24/1961,Del Shannon,Runaway,8
5/1/1961,Del Shannon,Runaway,9
5/8/1961,Del Shannon,Runaway,10
5/15/1961,Del Shannon,Runaway,11
5/22/1961,Ernie K-Doe,Mother-In-Law,9
5/29/1961,Ricky Nelson,Travelin' Man,6
6/5/1961,Roy Orbison,Running Scared,9
6/12/1961,Ricky Nelson,Travelin' Man,8
6/19/1961,Pat Boone,Moody River,8
6/26/1961,U.S. Bonds,Quarter To Three,6
7/3/1961,U.S. Bonds,Quarter To Three,7
7/10/1961,Bobby Lewis,Tossin' And Turnin',12
7/17/1961,Bobby Lewis,Tossin' And Turnin',13
7/24/1961,Bobby Lewis,Tossin' And Turnin',14
7/31/1961,Bobby Lewis,Tossin' And Turnin',15
8/7/1961,Bobby Lewis,Tossin' And Turnin',16
8/14/1961,Bobby Lewis,Tossin' And Turnin',17
8/21/1961,Bobby Lewis,Tossin' And Turnin',18
8/28/1961,Joe Dowell,Wooden Heart,10
9/4/1961,The Highwaymen,Michael,9
9/11/1961,The Highwaymen,Michael,10
9/18/1961,Bobby Vee,Take Good Care Of My Baby,7
9/25/1961,Bobby Vee,Take Good Care Of My Baby,8
10/2/1961,Bobby Vee,Take Good Care Of My Baby,9
10/9/1961,Ray Charles and his Orchestra,Hit The Road Jack,5
10/16/1961,Ray Charles and his Orchestra,Hit The Road Jack,6
10/23/1961,Dion,Runaround Sue,5
10/30/1961,Dion,Runaround Sue,6
11/6/1961,Jimmy Dean,Big Bad John,6
11/13/1961,Jimmy Dean,Big Bad John,7
11/20/1961,Jimmy Dean,Big Bad John,8
11/27/1961,Jimmy Dean,Big Bad John,9
12/4/1961,Jimmy Dean,Big Bad John,10
12/11/1961,The Marvelettes,Please Mr. Postman,15
12/18/1961,The Tokens,The Lion Sleeps Tonight,6
12/25/1961,The Tokens,The Lion Sleeps Tonight,7
1/1/1962,The Tokens,The Lion Sleeps Tonight,8
1/8/1962,Chubby Checker,The Twist,27
1/15/1962,Chubby Checker,The Twist,28
1/22/1962,Joey Dee & the Starliters,Peppermint Twist - Part I,10
1/29/1962,Joey Dee & the Starliters,Peppermint Twist - Part I,11
2/5/1962,Joey Dee & the Starliters,Peppermint Twist - Part I,12
2/12/1962,Gene Chandler,Duke Of Earl,6
2/19/1962,Gene Chandler,Duke Of Earl,7
2/26/1962,Gene Chandler,Duke Of Earl,8
3/5/1962,Bruce Channel,Hey! Baby,7
3/12/1962,Bruce Channel,Hey! Baby,8
3/19/1962,Bruce Channel,Hey! Baby,9
3/26/1962,Connie Francis,Don't Break The Heart That Loves You,8
4/2/1962,Shelley Fabares,Johnny Angel,6
4/9/1962,Shelley Fabares,Johnny Angel,7
4/16/1962,Elvis Presley With The Jordanaires,Good Luck Charm,6
4/23/1962,Elvis Presley With The Jordanaires,Good Luck Charm,7
4/30/1962,The Shirelles,Soldier Boy,7
5/7/1962,The Shirelles,Soldier Boy,8
5/14/1962,The Shirelles,Soldier Boy,9
5/21/1962,Mr. Acker Bilk,Stranger On The Shore,11
5/28/1962,Ray Charles,I Can't Stop Loving You,5
6/4/1962,Ray Charles,I Can't Stop Loving You,6
6/11/1962,Ray Charles,I Can't Stop Loving You,7
6/18/1962,Ray Charles,I Can't Stop Loving You,8
6/25/1962,Ray Charles,I Can't Stop Loving You,9
7/2/1962,David Rose and His Orchestra,The Stripper,9
7/9/1962,Bobby Vinton,Roses Are Red (My Love),6
7/16/1962,Bobby Vinton,Roses Are Red (My Love),7
7/23/1962,Bobby Vinton,Roses Are Red (My Love),8
7/30/1962,Bobby Vinton,Roses Are Red (My Love),9
8/6/1962,Neil Sedaka,Breaking Up Is Hard To Do,7
8/13/1962,Neil Sedaka,Breaking Up Is Hard To Do,8
8/20/1962,Little Eva,The Loco-Motion,9
8/27/1962,Tommy Roe,Sheila,6
9/3/1962,Tommy Roe,Sheila,7
9/10/1962,The 4 Seasons,Sherry,4
9/17/1962,The 4 Seasons,Sherry,5
9/24/1962,The 4 Seasons,Sherry,6
10/1/1962,The 4 Seasons,Sherry,7
10/8/1962,The 4 Seasons,Sherry,8
10/15/1962,"Bobby ""Boris"" Pickett And The Crypt-Kickers",Monster Mash,7
10/22/1962,"Bobby ""Boris"" Pickett And The Crypt-Kickers",Monster Mash,8
10/29/1962,The Crystals,He's A Rebel,9
11/5/1962,The Crystals,He's A Rebel,10
11/12/1962,The 4 Seasons,Big Girls Don't Cry,5
11/19/1962,The 4 Seasons,Big Girls Don't Cry,6
11/26/1962,The 4 Seasons,Big Girls Don't Cry,7
12/3/1962,The 4 Seasons,Big Girls Don't Cry,8
12/10/1962,The 4 Seasons,Big Girls Don't Cry,9
12/17/1962,The Tornadoes,Telstar,8
12/24/1962,The Tornadoes,Telstar,9
12/31/1962,The Tornadoes,Telstar,10
1/7/1963,Steve Lawrence,Go Away Little Girl,10
1/14/1963,Steve Lawrence,Go Away Little Girl,11
1/21/1963,The Rooftop Singers,Walk Right In,4
1/28/1963,The Rooftop Singers,Walk Right In,5
2/4/1963,Paul and Paula,Hey Paula,7
2/11/1963,Paul and Paula,Hey Paula,8
2/18/1963,Paul and Paula,Hey Paula,9
2/25/1963,The 4 Seasons,Walk Like A Man,6
3/4/1963,The 4 Seasons,Walk Like A Man,7
3/11/1963,The 4 Seasons,Walk Like A Man,8
3/18/1963,Ruby And The Romantics,Our Day Will Come,7
3/25/1963,The Chiffons,He's So Fine,6
4/1/1963,The Chiffons,He's So Fine,7
4/8/1963,The Chiffons,He's So Fine,8
4/15/1963,The Chiffons,He's So Fine,9
4/22/1963,Little Peggy March,I Will Follow Him,6
4/29/1963,Little Peggy March,I Will Follow Him,7
5/6/1963,Little Peggy March,I Will Follow Him,8
5/13/1963,Jimmy Soul,If You Wanna Be Happy,8
5/20/1963,Jimmy Soul,If You Wanna Be Happy,9
5/27/1963,Lesley Gore,It's My Party,4
6/3/1963,Lesley Gore,It's My Party,5
6/10/1963,Kyu Sakamoto,Sukiyaki,6
6/17/1963,Kyu Sakamoto,Sukiyaki,7
6/24/1963,Kyu Sakamoto,Sukiyaki,8
7/1/1963,The Essex,Easier Said Than Done,5
7/8/1963,The Essex,Easier Said Than Done,6
7/15/1963,Jan & Dean,Surf City,6
7/22/1963,Jan & Dean,Surf City,7
7/29/1963,The Tymes,So Much In Love,10
8/5/1963,Little Stevie Wonder,Fingertips - Pt 2,8
8/12/1963,Little Stevie Wonder,Fingertips - Pt 2,9
8/19/1963,Little Stevie Wonder,Fingertips - Pt 2,10
8/26/1963,The Angels,My Boyfriend's Back,5
9/2/1963,The Angels,My Boyfriend's Back,6
9/9/1963,The Angels,My Boyfriend's Back,7
9/16/1963,Bobby Vinton,Blue Velvet,7
9/23/1963,Bobby Vinton,Blue Velvet,8
9/30/1963,Bobby Vinton,Blue Velvet,9
10/7/1963,Jimmy Gilmer And The Fireballs,Sugar Shack,4
10/14/1963,Jimmy Gilmer And The Fireballs,Sugar Shack,5
10/21/1963,Jimmy Gilmer And The Fireballs,Sugar Shack,6
10/28/1963,Jimmy Gilmer And The Fireballs,Sugar Shack,7
11/4/1963,Jimmy Gilmer And The Fireballs,Sugar Shack,8
11/11/1963,Nino Tempo & April Stevens,Deep Purple,10
11/18/1963,Dale & Grace,I'm Leaving It Up To You,8
11/25/1963,Dale & Grace,I'm Leaving It Up To You,9
12/2/1963,The Singing Nun (Soeur Sourire),Dominique,5
12/9/1963,The Singing Nun (Soeur Sourire),Dominique,6
12/16/1963,The Singing Nun (Soeur Sourire),Dominique,7
12/23/1963,The Singing Nun (Soeur Sourire),Dominique,8
12/30/1963,Bobby Vinton,There! I've Said It Again,6
1/6/1964,Bobby Vinton,There! I've Said It Again,7
1/13/1964,Bobby Vinton,There! I've Said It Again,8
1/20/1964,Bobby Vinton,There! I've Said It Again,9
1/27/1964,The Beatles,I Want To Hold Your Hand,3
2/3/1964,The Beatles,I Want To Hold Your Hand,4
2/10/1964,The Beatles,I Want To Hold Your Hand,5
2/17/1964,The Beatles,I Want To Hold Your Hand,6
2/24/1964,The Beatles,I Want To Hold Your Hand,7
3/2/1964,The Beatles,I Want To Hold Your Hand,8
3/9/1964,The Beatles,I Want To Hold Your Hand,9
3/16/1964,The Beatles,She Loves You,9
3/23/1964,The Beatles,She Loves You,10
3/30/1964,The Beatles,Can't Buy Me Love,2
4/6/1964,The Beatles,Can't Buy Me Love,3
4/13/1964,The Beatles,Can't Buy Me Love,4
4/20/1964,The Beatles,Can't Buy Me Love,5
4/27/1964,The Beatles,Can't Buy Me Love,6
5/4/1964,Louis Armstrong And The All Stars,"Hello, Dolly!",13
5/11/1964,Mary Wells,My Guy,7
5/18/1964,Mary Wells,My Guy,8
5/25/1964,The Beatles,Love Me Do,8
6/1/1964,The Dixie Cups,Chapel Of Love,6
6/8/1964,The Dixie Cups,Chapel Of Love,7
6/15/1964,The Dixie Cups,Chapel Of Love,8
6/22/1964,Peter And Gordon,A World Without Love,8
6/29/1964,The Beach Boys,I Get Around,7
7/6/1964,The Beach Boys,I Get Around,8
7/13/1964,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",Rag Doll,5
7/20/1964,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",Rag Doll,6
7/27/1964,The Beatles,A Hard Day's Night,3
8/3/1964,The Beatles,A Hard Day's Night,4
8/10/1964,Dean Martin,Everybody Loves Somebody,8
8/17/1964,The Supremes,Where Did Our Love Go,7
8/24/1964,The Supremes,Where Did Our Love Go,8
8/31/1964,The Animals,House Of The Rising Sun,5
9/7/1964,The Animals,House Of The Rising Sun,6
9/14/1964,The Animals,House Of The Rising Sun,7
9/21/1964,Roy Orbison And The Candy Men,"Oh, Pretty Woman",5
9/28/1964,Roy Orbison And The Candy Men,"Oh, Pretty Woman",6
10/5/1964,Roy Orbison And The Candy Men,"Oh, Pretty Woman",7
10/12/1964,Manfred Mann,Do Wah Diddy Diddy,7
10/19/1964,Manfred Mann,Do Wah Diddy Diddy,8
10/26/1964,The Supremes,Baby Love,5
11/2/1964,The Supremes,Baby Love,6
11/9/1964,The Supremes,Baby Love,7
11/16/1964,The Supremes,Baby Love,8
11/23/1964,The Shangri-Las,Leader Of The Pack,8
11/30/1964,Lorne Greene,Ringo,6
12/7/1964,Bobby Vinton,Mr. Lonely,7
12/14/1964,The Supremes,Come See About Me,6
12/21/1964,The Beatles,I Feel Fine,4
12/28/1964,The Beatles,I Feel Fine,5
1/4/1965,The Beatles,I Feel Fine,6
1/11/1965,The Supremes,Come See About Me,10
1/18/1965,Petula Clark,Downtown,6
1/25/1965,Petula Clark,Downtown,7
2/1/1965,The Righteous Brothers,You've Lost That Lovin' Feelin',9
2/8/1965,The Righteous Brothers,You've Lost That Lovin' Feelin',10
2/15/1965,Gary Lewis And The Playboys,This Diamond Ring,6
2/22/1965,Gary Lewis And The Playboys,This Diamond Ring,7
3/1/1965,The Temptations,My Girl,8
3/8/1965,The Beatles,Eight Days A Week,4
3/15/1965,The Beatles,Eight Days A Week,5
3/22/1965,The Supremes,Stop! In The Name Of Love,6
3/29/1965,The Supremes,Stop! In The Name Of Love,7
4/5/1965,Freddie And The Dreamers,I'm Telling You Now,5
4/12/1965,Freddie And The Dreamers,I'm Telling You Now,6
4/19/1965,Wayne Fontana & The Mindbenders,Game Of Love,6
4/26/1965,Herman's Hermits,Mrs. Brown You've Got A Lovely Daughter,3
5/3/1965,Herman's Hermits,Mrs. Brown You've Got A Lovely Daughter,4
5/10/1965,Herman's Hermits,Mrs. Brown You've Got A Lovely Daughter,5
5/17/1965,The Beatles,Ticket To Ride,5
5/24/1965,The Beach Boys,"Help Me, Rhonda",7
5/31/1965,The Beach Boys,"Help Me, Rhonda",8
6/7/1965,The Supremes,Back In My Arms Again,7
6/14/1965,Four Tops,I Can't Help Myself (Sugar Pie Honey Bunch),6
6/21/1965,The Byrds,Mr. Tambourine Man,7
6/28/1965,Four Tops,I Can't Help Myself (Sugar Pie Honey Bunch),8
7/5/1965,The Rolling Stones,(I Can't Get No) Satisfaction,5
7/12/1965,The Rolling Stones,(I Can't Get No) Satisfaction,6
7/19/1965,The Rolling Stones,(I Can't Get No) Satisfaction,7
7/26/1965,The Rolling Stones,(I Can't Get No) Satisfaction,8
8/2/1965,Herman's Hermits,"I'm Henry VIII, I Am",6
8/9/1965,Sonny & Cher,I Got You Babe,6
8/16/1965,Sonny & Cher,I Got You Babe,7
8/23/1965,Sonny & Cher,I Got You Babe,8
8/30/1965,The Beatles,Help!,5
9/6/1965,The Beatles,Help!,6
9/13/1965,The Beatles,Help!,7
9/20/1965,Barry McGuire,Eve Of Destruction,6
9/27/1965,The McCoys,Hang On Sloopy,8
10/4/1965,The Beatles,Yesterday,3
10/11/1965,The Beatles,Yesterday,4
10/18/1965,The Beatles,Yesterday,5
10/25/1965,The Beatles,Yesterday,6
11/1/1965,The Rolling Stones,Get Off Of My Cloud,5
11/8/1965,The Rolling Stones,Get Off Of My Cloud,6
11/15/1965,The Supremes,I Hear A Symphony,4
11/22/1965,The Supremes,I Hear A Symphony,5
11/29/1965,The Byrds,Turn! Turn! Turn! (To Everything There Is A Season),7
12/6/1965,The Byrds,Turn! Turn! Turn! (To Everything There Is A Season),8
12/13/1965,The Byrds,Turn! Turn! Turn! (To Everything There Is A Season),9
12/20/1965,The Dave Clark Five,Over And Over,7
12/27/1965,Simon & Garfunkel,The Sound Of Silence,7
1/3/1966,The Beatles,We Can Work It Out,4
1/10/1966,The Beatles,We Can Work It Out,5
1/17/1966,Simon & Garfunkel,The Sound Of Silence,10
1/24/1966,The Beatles,We Can Work It Out,7
1/31/1966,Petula Clark,My Love,7
2/7/1966,Petula Clark,My Love,8
2/14/1966,Lou Christie,Lightnin' Strikes,9
2/21/1966,Nancy Sinatra,These Boots Are Made For Walkin',6
2/28/1966,SSgt Barry Sadler,The Ballad Of The Green Berets,5
3/7/1966,SSgt Barry Sadler,The Ballad Of The Green Berets,6
3/14/1966,SSgt Barry Sadler,The Ballad Of The Green Berets,7
3/21/1966,SSgt Barry Sadler,The Ballad Of The Green Berets,8
3/28/1966,SSgt Barry Sadler,The Ballad Of The Green Berets,9
4/4/1966,The Righteous Brothers,(You're My) Soul And Inspiration,6
4/11/1966,The Righteous Brothers,(You're My) Soul And Inspiration,7
4/18/1966,The Righteous Brothers,(You're My) Soul And Inspiration,8
4/25/1966,The Young Rascals,Good Lovin',8
5/2/1966,The Mamas & The Papas,"Monday, Monday",5
5/9/1966,The Mamas & The Papas,"Monday, Monday",6
5/16/1966,The Mamas & The Papas,"Monday, Monday",7
5/23/1966,Percy Sledge,When A Man Loves A Woman,8
5/30/1966,Percy Sledge,When A Man Loves A Woman,9
6/6/1966,The Rolling Stones,"Paint It, Black",5
6/13/1966,The Rolling Stones,"Paint It, Black",6
6/20/1966,The Beatles,Paperback Writer,3
6/27/1966,Frank Sinatra,Strangers In The Night,9
7/4/1966,The Beatles,Paperback Writer,5
7/11/1966,Tommy James And The Shondells,Hanky Panky,7
7/18/1966,Tommy James And The Shondells,Hanky Panky,8
7/25/1966,The Troggs,Wild Thing,6
8/1/1966,The Troggs,Wild Thing,7
8/8/1966,The Lovin' Spoonful,Summer In The City,5
8/15/1966,The Lovin' Spoonful,Summer In The City,6
8/22/1966,The Lovin' Spoonful,Summer In The City,7
8/29/1966,Donovan,Sunshine Superman,6
9/5/1966,The Supremes,You Can't Hurry Love,5
9/12/1966,The Supremes,You Can't Hurry Love,6
9/19/1966,The Association,Cherish,5
9/26/1966,The Association,Cherish,6
10/3/1966,The Association,Cherish,7
10/10/1966,Four Tops,Reach Out I'll Be There,7
10/17/1966,Four Tops,Reach Out I'll Be There,8
10/24/1966,? (Question Mark) & The Mysterians,96 Tears,9
10/31/1966,The Monkees,Last Train To Clarksville,9
11/7/1966,Johnny Rivers,Poor Side Of Town,9
11/14/1966,The Supremes,You Keep Me Hangin' On,4
11/21/1966,The Supremes,You Keep Me Hangin' On,5
11/28/1966,The New Vaudeville Band,Winchester Cathedral,6
12/5/1966,The Beach Boys,Good Vibrations,8
12/12/1966,The New Vaudeville Band,Winchester Cathedral,8
12/19/1966,The New Vaudeville Band,Winchester Cathedral,9
12/26/1966,The Monkees,I'm A Believer,4
1/2/1967,The Monkees,I'm A Believer,5
1/9/1967,The Monkees,I'm A Believer,6
1/16/1967,The Monkees,I'm A Believer,7
1/23/1967,The Monkees,I'm A Believer,8
1/30/1967,The Monkees,I'm A Believer,9
2/6/1967,The Monkees,I'm A Believer,10
2/13/1967,The Buckinghams,Kind Of A Drag,8
2/20/1967,The Buckinghams,Kind Of A Drag,9
2/27/1967,The Rolling Stones,Ruby Tuesday,7
3/6/1967,The Supremes,Love Is Here And Now You're Gone,7
3/13/1967,The Beatles,Penny Lane,4
3/20/1967,The Turtles,Happy Together,7
3/27/1967,The Turtles,Happy Together,8
4/3/1967,The Turtles,Happy Together,9
4/10/1967,Nancy Sinatra & Frank Sinatra,Somethin' Stupid,5
4/17/1967,Nancy Sinatra & Frank Sinatra,Somethin' Stupid,6
4/24/1967,Nancy Sinatra & Frank Sinatra,Somethin' Stupid,7
5/1/1967,Nancy Sinatra & Frank Sinatra,Somethin' Stupid,8
5/8/1967,The Supremes,The Happening,6
5/15/1967,The Young Rascals,Groovin',5
5/22/1967,The Young Rascals,Groovin',6
5/29/1967,Aretha Franklin,Respect,6
6/5/1967,Aretha Franklin,Respect,7
6/12/1967,The Young Rascals,Groovin',9
6/19/1967,The Young Rascals,Groovin',10
6/26/1967,The Association,Windy,6
7/3/1967,The Association,Windy,7
7/10/1967,The Association,Windy,8
7/17/1967,The Association,Windy,9
7/24/1967,The Doors,Light My Fire,9
7/31/1967,The Doors,Light My Fire,10
8/7/1967,The Doors,Light My Fire,11
8/14/1967,The Beatles,All You Need Is Love,5
8/21/1967,Bobbie Gentry,Ode To Billie Joe,4
8/28/1967,Bobbie Gentry,Ode To Billie Joe,5
9/4/1967,Bobbie Gentry,Ode To Billie Joe,6
9/11/1967,Bobbie Gentry,Ode To Billie Joe,7
9/18/1967,The Box Tops,The Letter,7
9/25/1967,The Box Tops,The Letter,8
10/2/1967,The Box Tops,The Letter,9
10/9/1967,The Box Tops,The Letter,10
10/16/1967,Lulu,To Sir With Love,7
10/23/1967,Lulu,To Sir With Love,8
10/30/1967,Lulu,To Sir With Love,9
11/6/1967,Lulu,To Sir With Love,10
11/13/1967,Lulu,To Sir With Love,11
11/20/1967,Strawberry Alarm Clock,Incense And Peppermints,9
11/27/1967,The Monkees,Daydream Believer,3
12/4/1967,The Monkees,Daydream Believer,4
12/11/1967,The Monkees,Daydream Believer,5
12/18/1967,The Monkees,Daydream Believer,6
12/25/1967,The Beatles,Hello Goodbye,5
1/1/1968,The Beatles,Hello Goodbye,6
1/8/1968,The Beatles,Hello Goodbye,7
1/15/1968,John Fred And The Playboys,Judy In Disguise (With Glasses),9
1/22/1968,John Fred And The Playboys,Judy In Disguise (With Glasses),10
1/29/1968,The Lemon Pipers,Green Tambourine,8
2/5/1968,Paul Mauriat And His Orchestra,Love Is Blue (L'amour Est Bleu),6
2/12/1968,Paul Mauriat And His Orchestra,Love Is Blue (L'amour Est Bleu),7
2/19/1968,Paul Mauriat And His Orchestra,Love Is Blue (L'amour Est Bleu),8
2/26/1968,Paul Mauriat And His Orchestra,Love Is Blue (L'amour Est Bleu),9
3/4/1968,Paul Mauriat And His Orchestra,Love Is Blue (L'amour Est Bleu),10
3/11/1968,Otis Redding,(Sittin' On) The Dock Of The Bay,8
3/18/1968,Otis Redding,(Sittin' On) The Dock Of The Bay,9
